YEAR	STATE	TYPE OF PRODUCER	ENERGY SOURCE	GENERATION (Megawatthours)
2018	US-Total	Combined Heat and Power, Industrial Power	Total	146798381
2018	US-Total	Combined Heat and Power, Industrial Power	Coal	7011458
2018	US-Total	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	1149026
2018	US-Total	Combined Heat and Power, Industrial Power	Natural Gas	94891887
2018	US-Total	Combined Heat and Power, Industrial Power	Other Gases	9376685
2018	US-Total	Combined Heat and Power, Industrial Power	Other	4724611
2018	US-Total	Combined Heat and Power, Industrial Power	Petroleum	1157358
2018	US-Total	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	47317
2018	US-Total	Combined Heat and Power, Industrial Power	Other Biomass	868308
2018	US-Total	Combined Heat and Power, Industrial Power	Wind	96916
2018	US-Total	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	27474815
2018	US-Total	Combined Heat and Power, Commercial Power	Total	13312386
2018	US-Total	Combined Heat and Power, Commercial Power	Coal	302870
2018	US-Total	Combined Heat and Power, Commercial Power	Geothermal	33442
2018	US-Total	Combined Heat and Power, Commercial Power	Pumped Storage	0
2018	US-Total	Combined Heat and Power, Commercial Power	Hydroelectric Conventional	227299
2018	US-Total	Combined Heat and Power, Commercial Power	Natural Gas	8418693
2018	US-Total	Combined Heat and Power, Commercial Power	Other	1010180
2018	US-Total	Combined Heat and Power, Commercial Power	Petroleum	139794
2018	US-Total	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	525170
2018	US-Total	Combined Heat and Power, Commercial Power	Other Biomass	2404231
2018	US-Total	Combined Heat and Power, Commercial Power	Wind	174110
2018	US-Total	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	76597
2018	US-Total	Combined Heat and Power, Electric Power	Total	142681796
2018	US-Total	Combined Heat and Power, Electric Power	Coal	14009624
2018	US-Total	Combined Heat and Power, Electric Power	Natural Gas	118638409
2018	US-Total	Combined Heat and Power, Electric Power	Other Gases	3935045
2018	US-Total	Combined Heat and Power, Electric Power	Other	865296
2018	US-Total	Combined Heat and Power, Electric Power	Petroleum	2068731
2018	US-Total	Combined Heat and Power, Electric Power	Solar Thermal and Photovoltaic	5385
2018	US-Total	Combined Heat and Power, Electric Power	Other Biomass	1061641
2018	US-Total	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	2097665
2018	US-Total	Electric Generators, Independent Power Producers	Total	1538235238
2018	US-Total	Electric Generators, Independent Power Producers	Coal	264658855
2018	US-Total	Electric Generators, Independent Power Producers	Geothermal	14924411
2018	US-Total	Electric Generators, Independent Power Producers	Pumped Storage	-1119455
2018	US-Total	Electric Generators, Independent Power Producers	Hydroelectric Conventional	23811594
2018	US-Total	Electric Generators, Independent Power Producers	Natural Gas	526977826
2018	US-Total	Electric Generators, Independent Power Producers	Nuclear	382833277
2018	US-Total	Electric Generators, Independent Power Producers	Other Gases	0
2018	US-Total	Electric Generators, Independent Power Producers	Other	5811628
2018	US-Total	Electric Generators, Independent Power Producers	Petroleum	4935044
2018	US-Total	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	58331322
2018	US-Total	Electric Generators, Independent Power Producers	Other Biomass	15217308
2018	US-Total	Electric Generators, Independent Power Producers	Wind	233930512
2018	US-Total	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	7922916
2018	US-Total	Electric Generators, Electric Utilities	Total	2337249543
2018	US-Total	Electric Generators, Electric Utilities	Coal	863504531
2018	US-Total	Electric Generators, Electric Utilities	Geothermal	1009281
2018	US-Total	Electric Generators, Electric Utilities	Pumped Storage	-4785084
2018	US-Total	Electric Generators, Electric Utilities	Hydroelectric Conventional	267336070
2018	US-Total	Electric Generators, Electric Utilities	Natural Gas	720205867
2018	US-Total	Electric Generators, Electric Utilities	Nuclear	424251200
2018	US-Total	Electric Generators, Electric Utilities	Other Gases	151018
2018	US-Total	Electric Generators, Electric Utilities	Other	561490
2018	US-Total	Electric Generators, Electric Utilities	Petroleum	16924691
2018	US-Total	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	4916120
2018	US-Total	Electric Generators, Electric Utilities	Other Biomass	1344277
2018	US-Total	Electric Generators, Electric Utilities	Wind	38465916
2018	US-Total	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	3364166
2018	UT	Total Electric Power Industry	Total	39375424
2018	UT	Total Electric Power Industry	Coal	25912474
2018	UT	Total Electric Power Industry	Geothermal	445737
2018	UT	Total Electric Power Industry	Hydroelectric Conventional	927097
2018	UT	Total Electric Power Industry	Natural Gas	8724119
2018	UT	Total Electric Power Industry	Other Gases	6559
2018	UT	Total Electric Power Industry	Other	225143
2018	UT	Total Electric Power Industry	Petroleum	36574
2018	UT	Total Electric Power Industry	Solar Thermal and Photovoltaic	2223706
2018	UT	Total Electric Power Industry	Other Biomass	79460
2018	UT	Total Electric Power Industry	Wind	794555
2018	UT	Combined Heat and Power, Industrial Power	Total	592382
2018	UT	Combined Heat and Power, Industrial Power	Coal	0
2018	UT	Combined Heat and Power, Industrial Power	Natural Gas	413784
2018	UT	Combined Heat and Power, Industrial Power	Other Gases	6559
2018	UT	Combined Heat and Power, Industrial Power	Other	172039
2018	UT	Combined Heat and Power, Industrial Power	Petroleum	0
2018	UT	Combined Heat and Power, Commercial Power	Total	79088
2018	UT	Combined Heat and Power, Commercial Power	Natural Gas	65370
2018	UT	Combined Heat and Power, Commercial Power	Petroleum	0
2018	UT	Combined Heat and Power, Commercial Power	Other Biomass	13718
2018	UT	Electric Generators, Independent Power Producers	Total	3803049
2018	UT	Electric Generators, Independent Power Producers	Coal	411786
2018	UT	Electric Generators, Independent Power Producers	Geothermal	222686
2018	UT	Electric Generators, Independent Power Producers	Hydroelectric Conventional	8241
2018	UT	Electric Generators, Independent Power Producers	Natural Gas	75228
2018	UT	Electric Generators, Independent Power Producers	Petroleum	1105
2018	UT	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	2223706
2018	UT	Electric Generators, Independent Power Producers	Other Biomass	65742
2018	UT	Electric Generators, Independent Power Producers	Wind	794555
2018	UT	Electric Generators, Electric Utilities	Total	34900905
2018	UT	Electric Generators, Electric Utilities	Coal	25500688
2018	UT	Electric Generators, Electric Utilities	Geothermal	223051
2018	UT	Electric Generators, Electric Utilities	Hydroelectric Conventional	918856
2018	UT	Electric Generators, Electric Utilities	Natural Gas	8169737
2018	UT	Electric Generators, Electric Utilities	Other	53104
2018	UT	Electric Generators, Electric Utilities	Petroleum	35468
2018	VA	Total Electric Power Industry	Total	95509121
2018	VA	Total Electric Power Industry	Coal	9266276
2018	VA	Total Electric Power Industry	Pumped Storage	-1291976
2018	VA	Total Electric Power Industry	Hydroelectric Conventional	1764860
2018	VA	Total Electric Power Industry	Natural Gas	50160301
2018	VA	Total Electric Power Industry	Nuclear	29251668
2018	VA	Total Electric Power Industry	Other	471227
2018	VA	Total Electric Power Industry	Petroleum	950411
2018	VA	Total Electric Power Industry	Solar Thermal and Photovoltaic	763072
2018	VA	Total Electric Power Industry	Other Biomass	1172015
2018	VA	Total Electric Power Industry	Wood and Wood Derived Fuels	3001267
2018	VA	Combined Heat and Power, Industrial Power	Total	2484416
2018	VA	Combined Heat and Power, Industrial Power	Coal	182256
2018	VA	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	172
2018	VA	Combined Heat and Power, Industrial Power	Natural Gas	743973
2018	VA	Combined Heat and Power, Industrial Power	Petroleum	3691
2018	VA	Combined Heat and Power, Industrial Power	Other Biomass	17432
2018	VA	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	1536891
2018	VA	Combined Heat and Power, Commercial Power	Total	381651
2018	VA	Combined Heat and Power, Commercial Power	Coal	6235
2018	VA	Combined Heat and Power, Commercial Power	Natural Gas	15536
2018	VA	Combined Heat and Power, Commercial Power	Other	148508
2018	VA	Combined Heat and Power, Commercial Power	Petroleum	47081
2018	VA	Combined Heat and Power, Commercial Power	Other Biomass	164291
2018	VA	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	0
2018	VA	Combined Heat and Power, Electric Power	Total	1517249
2018	VA	Combined Heat and Power, Electric Power	Coal	83162
2018	VA	Combined Heat and Power, Electric Power	Natural Gas	1390911
2018	VA	Combined Heat and Power, Electric Power	Petroleum	43176
2018	VA	Electric Generators, Independent Power Producers	Total	18747217
2018	VA	Electric Generators, Independent Power Producers	Coal	541836
2018	VA	Electric Generators, Independent Power Producers	Hydroelectric Conventional	68430
2018	VA	Electric Generators, Independent Power Producers	Natural Gas	15780620
2018	VA	Electric Generators, Independent Power Producers	Other	322719
2018	VA	Electric Generators, Independent Power Producers	Petroleum	164157
2018	VA	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	621705
2018	VA	Electric Generators, Independent Power Producers	Other Biomass	987592
2018	VA	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	260158
2018	VA	Electric Generators, Electric Utilities	Total	72378588
2018	VA	Electric Generators, Electric Utilities	Coal	8452786
2018	VA	Electric Generators, Electric Utilities	Pumped Storage	-1291976
2018	VA	Electric Generators, Electric Utilities	Hydroelectric Conventional	1696258
2018	VA	Electric Generators, Electric Utilities	Natural Gas	32229260
2018	VA	Electric Generators, Electric Utilities	Nuclear	29251668
2018	VA	Electric Generators, Electric Utilities	Petroleum	692307
2018	VA	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	141367
2018	VA	Electric Generators, Electric Utilities	Other Biomass	2700
2018	VA	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	1204218
2018	VT	Total Electric Power Industry	Total	2178915
2018	VT	Total Electric Power Industry	Hydroelectric Conventional	1268189
2018	VT	Total Electric Power Industry	Natural Gas	1797
2018	VT	Total Electric Power Industry	Other	-296
2018	VT	Total Electric Power Industry	Petroleum	3132
2018	VT	Total Electric Power Industry	Solar Thermal and Photovoltaic	106740
2018	VT	Total Electric Power Industry	Other Biomass	12053
2018	VT	Total Electric Power Industry	Wind	373346
2018	VT	Total Electric Power Industry	Wood and Wood Derived Fuels	413955
2018	VT	Combined Heat and Power, Commercial Power	Total	3444
2018	VT	Combined Heat and Power, Commercial Power	Natural Gas	1051
2018	VT	Combined Heat and Power, Commercial Power	Petroleum	96
2018	VT	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	2298
2018	VT	Electric Generators, Independent Power Producers	Total	1319953
2018	VT	Electric Generators, Independent Power Producers	Hydroelectric Conventional	870277
2018	VT	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	70178
2018	VT	Electric Generators, Independent Power Producers	Other Biomass	12053
2018	VT	Electric Generators, Independent Power Producers	Wind	200543
2018	VT	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	166902
2018	VT	Electric Generators, Electric Utilities	Total	855518
2018	VT	Electric Generators, Electric Utilities	Hydroelectric Conventional	397912
2018	VT	Electric Generators, Electric Utilities	Natural Gas	746
2018	VT	Electric Generators, Electric Utilities	Other	-296
2018	VT	Electric Generators, Electric Utilities	Petroleum	3036
2018	VT	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	36562
2018	VT	Electric Generators, Electric Utilities	Other Biomass	0
2018	VT	Electric Generators, Electric Utilities	Wind	172803
2018	VT	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	244755
2018	WA	Total Electric Power Industry	Total	116756729
2018	WA	Total Electric Power Industry	Coal	5382866
2018	WA	Total Electric Power Industry	Pumped Storage	28237
2018	WA	Total Electric Power Industry	Hydroelectric Conventional	80883377
2018	WA	Total Electric Power Industry	Natural Gas	10535078
2018	WA	Total Electric Power Industry	Nuclear	9708441
2018	WA	Total Electric Power Industry	Other Gases	430840
2018	WA	Total Electric Power Industry	Other	59265
2018	WA	Total Electric Power Industry	Petroleum	23656
2018	WA	Total Electric Power Industry	Solar Thermal and Photovoltaic	1695
2018	WA	Total Electric Power Industry	Other Biomass	231707
2018	WA	Total Electric Power Industry	Wind	7900094
2018	WA	Total Electric Power Industry	Wood and Wood Derived Fuels	1571472
2018	WA	Combined Heat and Power, Industrial Power	Total	1362985
2018	WA	Combined Heat and Power, Industrial Power	Coal	23601
2018	WA	Combined Heat and Power, Industrial Power	Natural Gas	85095
2018	WA	Combined Heat and Power, Industrial Power	Petroleum	8961
2018	WA	Combined Heat and Power, Industrial Power	Other Biomass	10543
2018	WA	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	1234785
2018	WA	Combined Heat and Power, Commercial Power	Total	31578
2018	WA	Combined Heat and Power, Commercial Power	Natural Gas	18828
2018	WA	Combined Heat and Power, Commercial Power	Petroleum	246
2018	WA	Combined Heat and Power, Commercial Power	Other Biomass	12504
2018	WA	Combined Heat and Power, Electric Power	Total	899661
2018	WA	Combined Heat and Power, Electric Power	Natural Gas	468821
2018	WA	Combined Heat and Power, Electric Power	Other Gases	430840
2018	WA	Combined Heat and Power, Electric Power	Petroleum	0
2018	WA	Electric Generators, Independent Power Producers	Total	12824205
2018	WA	Electric Generators, Independent Power Producers	Coal	5359265
2018	WA	Electric Generators, Independent Power Producers	Hydroelectric Conventional	400032
2018	WA	Electric Generators, Independent Power Producers	Natural Gas	3187874
2018	WA	Electric Generators, Independent Power Producers	Other	60409
2018	WA	Electric Generators, Independent Power Producers	Petroleum	10117
2018	WA	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	1207
2018	WA	Electric Generators, Independent Power Producers	Other Biomass	124308
2018	WA	Electric Generators, Independent Power Producers	Wind	3680993
2018	WA	Electric Generators, Electric Utilities	Total	101638299
2018	WA	Electric Generators, Electric Utilities	Pumped Storage	28237
2018	WA	Electric Generators, Electric Utilities	Hydroelectric Conventional	80483345
2018	WA	Electric Generators, Electric Utilities	Natural Gas	6774460
2018	WA	Electric Generators, Electric Utilities	Nuclear	9708441
2018	WA	Electric Generators, Electric Utilities	Other	-1144
2018	WA	Electric Generators, Electric Utilities	Petroleum	4332
2018	WA	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	488
2018	WA	Electric Generators, Electric Utilities	Other Biomass	84352
2018	WA	Electric Generators, Electric Utilities	Wind	4219101
2018	WA	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	336687
2018	WI	Total Electric Power Industry	Total	65936803
2018	WI	Total Electric Power Industry	Coal	33322379
2018	WI	Total Electric Power Industry	Hydroelectric Conventional	2392010
2018	WI	Total Electric Power Industry	Natural Gas	16798656
2018	WI	Total Electric Power Industry	Nuclear	10129122
2018	WI	Total Electric Power Industry	Other	42631
2018	WI	Total Electric Power Industry	Petroleum	137511
2018	WI	Total Electric Power Industry	Solar Thermal and Photovoltaic	39682
2018	WI	Total Electric Power Industry	Other Biomass	554039
2018	WI	Total Electric Power Industry	Wind	1637658
2018	WI	Total Electric Power Industry	Wood and Wood Derived Fuels	883115
2018	WI	Combined Heat and Power, Industrial Power	Total	1795718
2018	WI	Combined Heat and Power, Industrial Power	Coal	388886
2018	WI	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	141008
2018	WI	Combined Heat and Power, Industrial Power	Natural Gas	656207
2018	WI	Combined Heat and Power, Industrial Power	Other	25566
2018	WI	Combined Heat and Power, Industrial Power	Petroleum	558
2018	WI	Combined Heat and Power, Industrial Power	Other Biomass	34364
2018	WI	Combined Heat and Power, Industrial Power	Wind	6830
2018	WI	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	542298
2018	WI	Combined Heat and Power, Commercial Power	Total	144573
2018	WI	Combined Heat and Power, Commercial Power	Coal	0
2018	WI	Combined Heat and Power, Commercial Power	Natural Gas	74965
2018	WI	Combined Heat and Power, Commercial Power	Petroleum	192
2018	WI	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	4998
2018	WI	Combined Heat and Power, Commercial Power	Other Biomass	44821
2018	WI	Combined Heat and Power, Commercial Power	Wind	19597
2018	WI	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	0
2018	WI	Combined Heat and Power, Electric Power	Total	867925
2018	WI	Combined Heat and Power, Electric Power	Natural Gas	752133
2018	WI	Combined Heat and Power, Electric Power	Petroleum	925
2018	WI	Combined Heat and Power, Electric Power	Other Biomass	114866
2018	WI	Electric Generators, Independent Power Producers	Total	11834360
2018	WI	Electric Generators, Independent Power Producers	Hydroelectric Conventional	134549
2018	WI	Electric Generators, Independent Power Producers	Natural Gas	454618
2018	WI	Electric Generators, Independent Power Producers	Nuclear	10129122
2018	WI	Electric Generators, Independent Power Producers	Petroleum	-145
2018	WI	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	34684
2018	WI	Electric Generators, Independent Power Producers	Other Biomass	348351
2018	WI	Electric Generators, Independent Power Producers	Wind	733181
2018	WI	Electric Generators, Electric Utilities	Total	51294228
2018	WI	Electric Generators, Electric Utilities	Coal	32933494
2018	WI	Electric Generators, Electric Utilities	Hydroelectric Conventional	2116452
2018	WI	Electric Generators, Electric Utilities	Natural Gas	14860732
2018	WI	Electric Generators, Electric Utilities	Other	17065
2018	WI	Electric Generators, Electric Utilities	Petroleum	135981
2018	WI	Electric Generators, Electric Utilities	Other Biomass	11637
2018	WI	Electric Generators, Electric Utilities	Wind	878050
2018	WI	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	340817
2018	WV	Total Electric Power Industry	Total	67249025
2018	WV	Total Electric Power Industry	Coal	62038835
2018	WV	Total Electric Power Industry	Hydroelectric Conventional	1847643
2018	WV	Total Electric Power Industry	Natural Gas	1420390
2018	WV	Total Electric Power Industry	Other Gases	24845
2018	WV	Total Electric Power Industry	Other	-11558
2018	WV	Total Electric Power Industry	Petroleum	158885
2018	WV	Total Electric Power Industry	Wind	1769984
2018	WV	Combined Heat and Power, Industrial Power	Total	1064994
2018	WV	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	687762
2018	WV	Combined Heat and Power, Industrial Power	Natural Gas	352387
2018	WV	Combined Heat and Power, Industrial Power	Other Gases	24845
2018	WV	Combined Heat and Power, Electric Power	Total	385266
2018	WV	Combined Heat and Power, Electric Power	Coal	384661
2018	WV	Combined Heat and Power, Electric Power	Natural Gas	605
2018	WV	Electric Generators, Independent Power Producers	Total	15999729
2018	WV	Electric Generators, Independent Power Producers	Coal	12826719
2018	WV	Electric Generators, Independent Power Producers	Hydroelectric Conventional	507254
2018	WV	Electric Generators, Independent Power Producers	Natural Gas	893453
2018	WV	Electric Generators, Independent Power Producers	Other	-11348
2018	WV	Electric Generators, Independent Power Producers	Petroleum	13667
2018	WV	Electric Generators, Independent Power Producers	Wind	1769984
2018	WV	Electric Generators, Electric Utilities	Total	49799036
2018	WV	Electric Generators, Electric Utilities	Coal	48827456
2018	WV	Electric Generators, Electric Utilities	Hydroelectric Conventional	652627
2018	WV	Electric Generators, Electric Utilities	Natural Gas	173945
2018	WV	Electric Generators, Electric Utilities	Other	-210
2018	WV	Electric Generators, Electric Utilities	Petroleum	145218
2018	WY	Total Electric Power Industry	Total	46112136
2018	WY	Total Electric Power Industry	Coal	39679287
2018	WY	Total Electric Power Industry	Hydroelectric Conventional	975702
2018	WY	Total Electric Power Industry	Natural Gas	896122
2018	WY	Total Electric Power Industry	Other Gases	377641
2018	WY	Total Electric Power Industry	Other	85266
2018	WY	Total Electric Power Industry	Petroleum	40136
2018	WY	Total Electric Power Industry	Solar Thermal and Photovoltaic	824
2018	WY	Total Electric Power Industry	Wind	4057158
2018	WY	Combined Heat and Power, Industrial Power	Total	1524526
2018	WY	Combined Heat and Power, Industrial Power	Coal	399586
2018	WY	Combined Heat and Power, Industrial Power	Natural Gas	661981
2018	WY	Combined Heat and Power, Industrial Power	Other Gases	377641
2018	WY	Combined Heat and Power, Industrial Power	Other	85266
2018	WY	Combined Heat and Power, Industrial Power	Petroleum	51
2018	WY	Electric Generators, Independent Power Producers	Total	2632661
2018	WY	Electric Generators, Independent Power Producers	Coal	638162
2018	WY	Electric Generators, Independent Power Producers	Hydroelectric Conventional	9193
2018	WY	Electric Generators, Independent Power Producers	Natural Gas	1290
2018	WY	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	824
2018	WY	Electric Generators, Independent Power Producers	Wind	1983192
2018	WY	Electric Generators, Electric Utilities	Total	41954949
2018	WY	Electric Generators, Electric Utilities	Coal	38641538
2018	WY	Electric Generators, Electric Utilities	Hydroelectric Conventional	966509
2018	WY	Electric Generators, Electric Utilities	Natural Gas	232851
2018	WY	Electric Generators, Electric Utilities	Petroleum	40084
2018	WY	Electric Generators, Electric Utilities	Wind	2073966
